11.14	9.805875
11.15	6.915503
9,736	9.805875
11.13	8.707262
11.10	8.419580
11.11	9.805875
award-win	7.240925
blondi	9.805875
month-long	6.586999
methamidopho	9.805875
assum	5.411426
frc	9.805875
3.82	9.805875
3.81	9.112728
3.87	9.805875
3.86	9.805875
3.85	9.112728
union	4.664211
fri	8.707262
3.88	8.196437
fro	8.419580
cue	9.112728
.	0.000386
muck	9.805875
frr	9.805875
much	3.068908
frt	9.805875
505,000	9.805875
tallest	9.112728
distast	8.707262
regul	3.953672
retrospect	5.854631
spit	7.503290
molecular-scal	9.805875
kwangtung	8.707262
dave	8.196437
davo	7.608650
spin	9.112728
davi	6.972661
overflight	9.112728
26.01.00	9.805875
intak	5.711530
employ	3.301587
participatori	6.510038
cui	8.707262
114,738	9.805875
haiphong	7.097825
majid	8.707262
0.078	9.805875
zhuxi	9.805875
disprov	9.805875
7.750	9.805875
eighteen	7.407979
asiatech	9.112728
20/3	9.112728
5055	9.805875
south-	8.419580
pastur	9.112728
5050	9.805875
42.11	9.805875
hone	8.707262
13.15	9.805875
hong	0.627438
memoriam	9.805875
dilut	7.503290
indescrib	9.805875
remand	8.419580
13.18	9.112728
dazzl	7.166817
multi-casualti	9.805875
witnessess	8.707262
semi-circular	9.805875
split	6.714832
jungl	8.707262
karin	9.805875
[1911]	9.805875
8.republ	9.805875
vivien	8.196437
refit	9.805875
boiler	9.112728
refin	6.371888
prizewinn	9.112728
re-configur	9.112728
hon-	8.707262
hon.	9.805875
academia	6.021685
midland	9.805875
video-on-demand	8.014115
wage-earn	9.805875
comiqu	9.805875
haberdasheri	9.805875
airbag	9.805875
brandish	9.805875
hai	7.608650
hak	6.972661
hal	9.805875
ham	8.419580
han	6.194957
hao	9.805875
cloacal	9.805875
haa	9.805875
hab	5.695001
had	1.543058
rideau	9.805875
watercolour	9.805875
hay	4.864232
endur	7.033286
hap	6.438579
har	6.473670
has	0.811578
hat	6.972661
hau	4.407712
haw	9.805875
junqiu	9.805875
thibaud	9.112728
osman	7.859965
969	8.014115
side-room	9.805875
shadow	7.726433
department-wid	9.805875
million.thi	9.805875
deisng	9.805875
pipefit	9.805875
gadd	9.805875
mark-and-s	9.805875
1,071.2	9.805875
tamper-resist	9.805875
tombston	9.805875
exorcis	9.805875
attorney	6.670381
33,343	9.805875
8033	9.805875
czech	7.320968
heritage-rel	9.112728
crown	5.711530
nitrat	9.805875
socialis	9.805875
billboard	7.726433
anazalea	9.805875
52nd	9.805875
instability.whil	9.805875
bottom	5.977233
inhuman	7.726433
268,554	9.805875
10per	9.805875
[recurr	9.805875
12,709	9.805875
tone-di	9.805875
x-er	9.805875
12,700	9.112728
803d	9.805875
3518	8.707262
heat-strok	9.805875
antechamb	8.707262
anagram	9.112728
hotel-lik	9.805875
54.3	9.112728
stoker	8.014115
silhouett	9.805875
bencher	9.112728
159,000	9.805875
acoc	9.805875
three-centimetr	9.112728
54.7	9.805875
kellett	7.859965
adel	8.707262
24.1.1997	9.805875
acov	9.112728
bath	6.044675
mbo	9.112728
mbe	9.112728
dyson	9.805875
24,725.3	9.805875
mba	9.112728
mbb	8.707262
mbc	9.805875
creativ	5.010084
jatamansi	9.112728
mangor	9.805875
2,526	8.196437
2,527	9.805875
2,521	9.805875
mbs	8.014115
fabric	5.529209
suffici	3.563651
lastest	9.805875
tame	8.707262
trendili	9.805875
densely-popul	9.112728
lingenfelt	9.805875
5861	9.805875
asymtomat	9.805875
e-gambl	9.805875
30s	9.112728
thesaurus	9.805875
infrasturctur	9.805875
holder[remark	9.805875
118,900	9.805875
sitting-out	7.608650
1,500,001	9.112728
safeguard	4.359137
infolink	9.805875
work-rel	7.240925
verdi	8.014115
duen	9.805875
lcq3:plastic	9.805875
open-air	7.097825
nicest	9.805875
duet	7.726433
pencai	9.805875
fireboat	9.112728
111,489	9.805875
outercloth	7.166817
fsi	9.805875
rudeng	9.805875
131.59	9.805875
karajan	9.805875
cambodia	7.503290
narrowband	9.112728
role	3.077246
pictori	6.438579
efif	8.419580
northter	9.805875
roll	5.745432
rolo	9.805875
non-permit	9.805875
theorist	8.707262
intend	4.122295
devot	5.339967
78,900	9.805875
intens	4.768922
intent	4.284414
hucki	9.805875
hawker	5.351527
granari	9.805875
5.13	8.707262
14,082	9.805875
hueng	9.805875
geometr	6.510038
pyrotechn	7.097825
8743	9.805875
gown	8.014115
high-calibr	9.112728
5.14	9.805875
chain	5.601182
whoever	8.014115
1,103,506	9.805875
5.15	7.503290
osu	9.805875
osh	9.805875
in-camp	9.805875
stageplay	9.805875
osa	8.196437
mcghee	9.805875
chair	4.207453
ose	9.805875
8866	9.112728
ballet	6.021685
catalyt	6.972661
catalys	9.805875
dicki	7.859965
quasi-govern	8.707262
phoeb	9.805875
adventist	9.805875
oversight	6.861436
gloomi	9.112728
chertien	9.805875
hardwork	7.608650
embark	5.662740
knapsack	9.805875
corp.	9.112728
exact	5.646992
non-industri	6.510038
frequently-heard	9.805875
undeni	8.707262
cooki	8.196437
cantonese-	9.805875
meadow	9.805875
beauty...	9.805875
invinc	9.805875
unprotect	9.112728
twgh	9.805875
prvrc	9.805875
bovin	7.240925
5,200	7.320968
norther	7.407979
ufa	9.805875
multi-gym	9.805875
facilait	9.805875
boost	4.756019
air-ticket	9.805875
honour	4.527760
gnaw	8.419580
modif	5.780523
drafter	8.014115
moneta	9.805875
benson	9.112728
laid-down	9.805875
lcq6:air	9.805875
230,971	9.805875
fledgl	9.805875
queue	5.816891
throughput	6.044675
33,800	9.112728
influx	6.473670
instat	9.805875
oem	9.805875
unlast	9.805875
houseman	9.805875
31to	9.805875
vice-act	9.805875
instal	4.185474
cacophoni	9.805875
31.3.2000	9.805875
lighthous	9.805875
seashel	8.707262
etiquett	9.805875
4684	8.196437
bird-to-man	9.805875
vigour	6.222356
unjust	8.196437
perisot	9.805875
shaojun	9.805875
tundra	9.805875
enhanc	2.512177
rehovol	9.805875
thompson	6.861436
momentarili	9.805875
94th	9.805875
chargeabl	7.097825
entrepot	7.097825
pepsico	9.805875
constraint	5.210755
9943	9.805875
valorem	8.419580
albright	8.014115
diminut	8.419580
locki	8.707262
fritsch	9.805875
51.2	8.707262
51.3	8.419580
septic	8.196437
3,637	9.805875
3,631	9.112728
3,630	9.805875
3,632	9.805875
13,000	6.222356
non-confidenti	7.407979
custer	9.805875
per-item	9.112728
petrochem	9.805875
half-a-day	9.805875
mechanist	9.805875
15,700	9.112728
15,705	9.805875
cuhk	7.726433
rcu/k	8.196437
harmon	8.419580
pulley	9.805875
3,988	9.805875
chicken-head	9.805875
cross-trad	9.112728
conscious	5.631487
thunderi	9.805875
ideolog	8.707262
pullen	9.805875
swollen	9.112728
yoshiro	9.805875
evsl	8.014115
self-disciplin	7.097825
below-	8.707262
yearn	8.707262
datestamp	6.627821
five-storey	7.859965
jie	9.112728
jib	9.805875
jia	8.014115
jin	8.196437
jim	7.608650
jih	9.805875
jiu	9.805875
jis	9.805875
apron	7.320968
nsc	9.805875
airsid	8.196437
civilian	5.977233
1,236.1	9.805875
tchaikovski	6.627821
glideslop	9.805875
sorter	9.805875
year-	7.726433
year.	9.805875
lichtenstein	9.805875
\	8.707262
bedevil	8.707262
taishan	8.419580
vis-a-vi	6.404677
24.8	8.014115
plung	7.097825
24.4	8.196437
77.0	9.112728
dido	9.805875
24.7	8.419580
24.0	8.419580
24.1	7.859965
24.2	7.503290
24.3	7.608650
cross-subsid	9.805875
fisherman	7.240925
77.2	9.112728
untrac	9.805875
quarter	3.569505
quartet	7.240925
grammi	8.707262
financial-ne	9.112728
receipt	4.985593
co-work	8.707262
atroci	9.805875
up-to-	8.419580
women-specif	9.805875
sponsor	5.010084
receipi	9.805875
22.02.99	9.805875
980,000	9.112728
797	9.805875
796	9.112728
795	8.707262
794	8.707262
792	8.196437
791	9.112728
790	8.196437
sea-chang	9.805875
11,750	9.805875
799	8.196437
798	7.608650
trauma	8.014115
internet	3.304585
fare-pay	9.805875
by-census	8.419580
wannian	9.805875
21.76	9.805875
21.75	9.805875
columbarium	9.112728
141,942	9.805875
snooker	7.726433
ontario	8.196437
telig	9.112728
grandma	9.112728
mbeki	8.014115
fictiti	8.196437
torqu	9.805875
workmanship	6.915503
modest	5.543195
aboard	6.714832
notices-to-quit	9.805875
neglect	7.097825
gunshot	8.707262
ono	9.805875
gashold	9.805875
spoken	6.586999
onc	3.719100
cz-	9.112728
ong	9.112728
parkinson	8.419580
one	1.528209
montreal	7.166817
non-spawn	9.805875
8/71	9.805875
62.86	9.112728
symmetri	9.112728
34,348	9.805875
menzir	9.112728
ca/tl	9.805875
21.39	9.805875
medisav	9.805875
stayput	9.805875
medisag	9.112728
plasticcuff	9.805875
4,200	6.972661
forthcom	4.946062
on-	7.726433
self-enhanc	9.112728
shawl	9.112728
snatch	6.404677
disqualif	6.438579
codeine-lik	9.805875
2,722	9.112728
mengfu	9.805875
non-stop	7.726433
schnittk	9.805875
good-wil	9.112728
2,896	9.805875
2,890	9.805875
sumptuous	8.419580
share-war	9.112728
4760	7.320968
burundi	9.112728
turner	8.707262
borough	9.805875
reorgan	8.419580
status.]	9.805875
coliseum	6.761352
kin-chung	9.805875
zoo	9.112728
goodman	9.805875
denomin	6.279514
self-inspect	8.707262
seychell	9.805875
printer	7.503290
offload	9.112728
buffer	6.586999
chain-handcuff	9.805875
76.88	9.805875
buffet	8.707262
one-lin	8.196437
422,885.0	9.805875
2,226,400	9.805875
everlast	8.419580
allevi	5.133046
300.06	9.805875
phil	9.112728
phis	9.805875
extra-curricula	9.112728
open-mind	7.726433
off-street	7.240925
friction	8.014115
up-ramp	8.014115
11,895	9.805875
dgmu	9.805875
104.8	9.805875
104.6	9.805875
104.7	9.805875
104.2	9.805875
104.0	9.112728
firstgroup	9.805875
isra	7.320968
transact	4.105431
3	1.942993
lead-up	9.805875
9,500	7.859965
litigi	9.805875
3,468,500	9.805875
greta	9.805875
64,502	9.805875
etcetera	9.805875
court-rel	9.112728
trappist	9.805875
pimp	9.805875
7,875	9.805875
rejoic	8.196437
rice-hul	8.196437
6252	9.805875
6257	9.805875
vision	4.256799
bnerdorf	9.805875
jiaxuan	9.805875
centalin	8.419580
304,000	9.805875
434.3	9.805875
hkjma	9.805875
832	8.196437
833	8.419580
dexter	9.112728
836	9.112728
televis	4.264611
834	9.112728
835	9.112728
harvey	9.112728
838	8.707262
839	7.859965
question-and-answ	7.320968
soakag	9.805875
nuag	9.805875
vender	9.805875
assumpt	6.714832
grandpar	8.196437
tsui	3.115032
caac	9.112728
hefei	9.805875
over-correct	9.805875
xiaoxu	9.805875
under-gradu	9.805875
first-aid	7.859965
83s	9.805875
raevski	9.805875
1724	9.805875
matheson	7.320968
25824256	9.805875
83b	9.805875
s	4.350554
well-capitalis	9.112728
can't	6.670381
non-tox	7.033286
-35.9	9.805875
schoenberg	9.805875
baden	9.112728
-35.0	9.805875
-35.6	9.805875
photo-	8.419580
39,142	9.805875
taxpay	5.780523
defence-rel	9.805875
the1980	9.805875
through-road	9.805875
-29.2	9.112728
-29.4	9.805875
-29.7	9.112728
-29.6	9.805875
west	3.218325
thing...i	9.805875
75,355	9.805875
www.justice.gov.hk	9.112728
axworthi	8.707262
green-brick	8.707262
jospin	8.014115
pswci	9.805875
4,315	9.805875
resolut	4.938340
20,269	9.805875
extant	8.707262
non-interfer	7.859965
former	3.876286
vrsa	9.805875
straighten	9.805875
iver	9.805875
hack	7.320968
suzhou	8.014115
48.14	9.805875
41,413	9.805875
riddle-design	9.805875
nevill	9.805875
all-round	6.371888
melancoliqu	9.805875
convinc	5.934674
dubious	6.586999
157,565,900	9.805875
management.	9.805875
indianapoli	9.805875
106,024	9.805875
titer	9.805875
hambrecht	9.805875
reformatori	8.419580
126.1	9.805875
cubicl	7.407979
7777	9.805875
inscrib	8.196437
tutori	7.320968
7772	8.707262
otto	7.859965
7770	8.707262
7.7678	9.805875
32.11	9.805875
32.17	9.805875
maeda	8.707262
28,700	9.112728
geng-xu	9.112728
32,864	9.805875
defi	9.805875
mingxin	9.805875
by-product	8.419580
fuzeng	9.805875
guildhal	8.419580
60,000	5.798542
1,710	9.805875
1,714	9.112728
dimension	9.805875
1,716	9.112728
kawai	9.112728
5,815	9.805875
5,818	9.805875
disconcert	9.112728
ngos	5.780523
ngon	9.805875
ngoi	8.707262
ngok	8.196437
816,000	9.805875
indulg	7.726433
uncar	9.805875
mandolin	9.805875
-15.4	8.707262
-15.5	7.859965
-15.6	9.112728
-15.7	9.805875
-15.0	7.726433
-15.1	8.707262
-15.2	8.707262
polonais	7.859965
44.57	9.805875
-15.8	9.805875
-15.9	8.419580
fda..	9.805875
1,2,3	9.805875
tri-session	9.805875
zion	9.805875
sportsmanship	8.707262
rejoin	7.033286
unveil	6.309367
pupillag	9.805875
categoris	6.972661
traffic	2.071316
non-ozon	9.805875
end-of-pip	9.805875
lanchberi	9.112728
members-elect	9.805875
postal	5.241527
hijinski	9.805875
2550	9.805875
2551	9.805875
2552	8.707262
2553	8.196437
2554	7.859965
2555	8.014115
2556	9.112728
2557	9.805875
2559	8.014115
shutter	8.014115
glamor	8.419580
1,346	9.805875
37.45	9.805875
37.46	9.805875
37.41	9.805875
obstruct	5.711530
child-mind	9.805875
blue-fram	9.805875
tvp	9.112728
satisfactori	4.132551
tve	9.805875
make-up..	9.805875
tvb	6.092303
368.4	9.805875
crematori	9.805875
www.usd.gov.hk/enh/cc/cremation.html	9.805875
shiang	9.805875
no.s/tp	9.805875
35.46	9.805875
gatebal	6.915503
919	9.805875
918	9.112728
caviti	9.805875
914	8.419580
917	9.112728
916	7.726433
notabl	4.893220
910	8.419580
913	9.112728
playing-field	9.112728
leadership	4.380925
167,700	9.805875
thailand	4.607378
techworld	9.805875
14,764	9.805875
johnston	7.166817
114.2	9.112728
340.91	9.805875
overfish	9.805875
ssbwsc	9.805875
qrf	9.112728
lunch-tim	9.805875
overpow	8.707262
80bn	9.805875
karsen	9.805875
pivot	6.438579
glean	9.805875
mindless	9.805875
harpsichord	8.707262
brazilian	7.097825
perciv	6.547778
witt	9.112728
inscal	9.805875
rainwear	9.805875
conclud	3.991744
backlanc	9.805875
103.5	9.112728
jieyan	9.805875
3,055	9.805875
166.68	9.805875
with	0.441612
3,050	9.112728
conclus	4.363457
pull	6.627821
tripl	7.859965
assn	8.419580
dirti	6.810142
71,000	8.014115
rage	9.805875
31.6	8.014115
31.7	7.608650
31.4	8.419580
31.5	7.726433
31.2	7.608650
31.3	8.014115
31.0	8.196437
31.1	8.419580
basqu	9.805875
56,900	9.805875
pulp	8.419580
puls	8.014115
31.9	7.859965
rsds/ke	9.112728
creat	3.770393
avian	5.295015
constabulari	8.707262
rsds/kw	8.707262
cm-thick	9.805875
follow-up	4.256799
3,771	9.805875
2,159	9.805875
jargon	9.112728
399	8.707262
tombola	9.805875
yoga	9.805875
cotron	9.805875
puppi	8.707262
1447	8.196437
pedestrian-friend	9.112728
1445	9.805875
1444	9.805875
anti-slipperi	9.112728
1441	9.112728
1440	9.112728
37,969,300	9.805875
p.a.	9.112728
pedestal-typ	9.112728
rt	8.419580
nowcast	9.805875
self-own	8.196437
35,000	6.309367
indemnifi	9.112728
51,463	9.805875
8.4.2000	9.805875
2,152	9.112728
inexplic	9.805875
lightfoot	9.805875
natalia	8.707262
omnibus	7.726433
thorn	9.805875
kilogram	4.607378
language-rel	9.805875
thorp	9.112728
trickl	9.805875
dyer	9.805875
ssds	6.915503
17/7	9.805875
17/1	9.805875
17/3	9.805875
scl	9.112728
sch	8.707262
388.2	9.805875
sca	7.726433
scc	9.805875
reson	9.805875
halsey	9.112728
theropod	9.805875
scs	8.707262
unansw	9.112728
68,685	9.805875
genghi	9.112728
non-commonwealth	9.805875
lcsd	5.816891
6,512	9.805875
norg	9.112728
lcq19:hki	9.805875
hodgson	9.805875
introduc	2.822085
roadway	9.805875
1,050	9.805875
booklet-by-booklet	9.805875
1,058	9.805875
baton	6.279514
483,876	9.805875
inmarsat	9.805875
24th	6.915503
sanz	9.805875
destabil	8.419580
sang	5.200705
sand	6.340139
dcsm	9.805875
small	3.306088
lipize	9.805875
sank	7.608650
penalty-kick	9.805875
enterovirus	6.473670
quicker	6.627821
199	7.407979
198	7.240925
195	6.761352
194	6.670381
197	7.726433
196	7.097825
191	7.608650
190	6.168289
193	7.240925
192	6.761352
past	2.423750
belilio	9.112728
burnish	9.112728
irreconcil	9.805875
pass	3.884296
quicken	9.112728
deleg	4.276446
medium-ris	9.112728
clock	5.231164
decameron	9.805875
delet	6.116995
annouc	9.805875
----------------------	5.798542
hebei	6.972661
full	2.424996
2,580.025	9.805875
152,312	9.805875
vvip	9.805875
marine-traff	9.805875
post-diploma	9.805875
immort	8.707262
inher	6.021685
semi-submerg	9.805875
first-come-first	7.726433
19a	9.112728
19c	7.859965
19b	8.707262
9.09	9.805875
franciscan	9.805875
3,869	9.805875
twent	9.112728
3,866	9.805875
3,860	7.859965
28.35	9.805875
depart	0.871288
yaoji	9.805875
picturesqu	9.805875
3,451,000	9.805875
2,002,372	9.112728
mortar	9.112728
non-edi	9.805875
seafront	6.972661
front-grid	9.805875
04.05.99	9.805875
3452	9.112728
3454	9.805875
river-trad	8.707262
mors	7.503290
3459	9.805875
lawranc	9.805875
mori	9.805875
performance-bas	8.419580
beatrix	9.805875
more	1.458521
uncoop	8.014115
door	5.200705
tester	9.805875
henc	4.527760
cargo-handl	9.805875
perciva	9.805875
4,906	9.805875
nomad	8.419580
uncov	6.586999
doon	9.112728
shipper	7.320968
compani	2.949413
doom	7.859965
957,000	9.112728
tsumuji	9.805875
godown	6.670381
autotol	8.707262
patriarch	8.196437
bias	7.726433
learn	4.079027
adalberto	9.805875
barclay	7.726433
community-at-larg	9.805875
tarahumara	9.805875
25.02.99	9.805875
meaner	9.805875
three-volum	9.805875
allegro	8.419580
lesotho	9.112728
examplari	9.805875
huge	4.497607
sewerag	5.678740
speedboat	7.726433
hugo	9.112728
hugh	7.608650
unhurt	8.196437
footman	5.306065
simpl	4.174663
vmsc	9.805875
kilung	9.112728
simple-lifestyl	9.805875
brett	9.805875
rehabus	8.707262
5729	9.112728
hexiong	9.805875
prison-standard	9.805875
solstic	8.014115
varianc	8.419580
lanka	6.438579
jiang	5.515415
reinvestiag	9.805875
7464	9.805875
fundat	9.805875
convuls	9.805875
sub-ten	8.707262
tangshan	9.805875
pinewood	9.805875
media	3.264845
b.a.	9.805875
medic	3.634174
invigor	9.112728
cut-piec	9.805875
11,544	9.805875
zhankuan	9.805875
paper	3.721375
scott	7.726433
6479	9.112728
maclehos	8.196437
locally-mad	9.805875
home-car	9.805875
6477	8.707262
zaitsev	9.805875
o-bound	9.805875
bypass	5.893852
isaac	7.166817
allcock	7.503290
-2.6	7.240925
9.05	8.419580
gadget	9.805875
setpemb	9.805875
191,000	9.805875
possbl	9.805875
58.02	9.805875
58.00	9.805875
note-worthi	9.805875
-2.3	7.166817
58.09	9.805875
merinda	9.805875
-2.1	7.608650
airvex	9.805875
microcarpa	9.805875
wenita	9.112728
reactiv	8.014115
denni	7.166817
gfs	7.407979
procedur	3.106374
594,396	9.805875
operation	9.805875
gfa	8.707262
albeniz	8.419580
gfg	8.707262
reconstitut	9.112728
0324	9.805875
cucchiara	9.805875
4047	9.805875
16.31	9.805875
4041	9.112728
16.32	9.805875
addiction-rel	9.805875
2,917	9.805875
research	3.860454
152.9	9.112728
triennial	7.726433
occurr	5.220907
quimet	9.805875
jiangsu	8.707262
dissoci	9.805875
siegel	8.707262
10.77	9.805875
2394	8.707262
10.74	9.805875
airwav	9.112728
10.78	9.805875
ultilis	9.805875
rsd/usd	9.805875
fhc	9.805875
over-excess	9.805875
testament	8.196437
9,200	8.419580
carry-ov	9.805875
12.39	9.805875
purport	7.033286
12.30	5.854631
12.33	8.707262
12.35	8.707262
12.34	9.805875
12.36	9.112728
precautionari	4.946062
narcissus	9.805875
horribl	9.805875
earthenwar	9.805875
kylin	9.805875
1833122	9.805875
experience-shar	7.097825
benedict	8.419580
1997/ear	9.112728
pescod	9.805875
dfs	8.196437
risk-bas	7.859965
graeco	9.805875
bedridden	9.805875
8,040	9.805875
saint	6.972661
use-transport-environment	9.112728
non-bind	9.805875
psps	6.714832
re-rout	5.934674
14,160	9.805875
1.599	9.805875
5.99	9.805875
do_you_k/beware.htm	9.112728
first-	8.196437
